Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
21.0,Celtic,3,3,2,13,14,-1,12,Bayern Munich,12.0,18.02.2025,20:00,away,1,1,D,draw,1.12,2.38,0.33,0.67,5,23,3,10,0,7,0.84,0.92,0.0,0.0,2,8,0,5,0,0,2,9,9,2,9,2,4.0,6.0,4.0,13.0,1.0,10.0,0.0,1.0,9.0,47.0,0.69,0.86,0.0,0.13,9.0,24.0,0.55,0.57,45.0,3.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,7,0,0,0,0.2,0.2,0.5,0.0,0.0,0,0.0,0,0.2,0.14
21.0,Celtic,3,3,2,13,14,-1,12,Slovan Bratislava,35.0,18.09.2024,20:00,home,5,1,W,team,3.56,0.56,0.58,0.42,17,8,11,2,11,4,0.88,0.83,2.0,3.0,4,2,2,4,1,0,9,17,16,10,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,30,1,1,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.5,1,0.3,4,0.3333333333333333,0.3233333333333333
21.0,Celtic,3,3,2,13,14,-1,12,Young Boys,36.0,22.01.2025,20:00,home,1,0,W,team,1.85,1.02,0.59,0.41,16,12,7,4,7,4,0.84,0.77,1.0,4.0,6,4,3,4,5,0,15,12,12,15,4,6,4.0,3.0,11.0,8.0,5.0,4.0,1.0,0.0,31.0,20.0,0.7,0.65,0.22,0.18,35.0,19.0,0.48,0.71,18.0,32.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,35,1,1,1,0.42857142857142855,0.42857142857142855,0.75,0.0,0.5,2,0.5,1,0.42857142857142855,0.44999999999999996
21.0,Celtic,3,3,2,13,14,-1,12,Atalanta,9.0,23.10.2024,17:45,away,0,0,D,draw,0.26,2.38,0.34,0.66,4,22,2,6,4,7,0.79,0.87,1.0,0.0,2,12,0,4,1,3,5,9,9,5,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,0,0,0.375,0.375,0.75,0.0,0.5,0,0.30000000000000004,0,0.375,0.35250000000000004
21.0,Celtic,3,3,2,13,14,-1,12,Club Brugge KV,24.0,27.11.2024,20:00,home,1,1,D,draw,0.71,1.1,0.6,0.4,7,9,3,3,4,5,0.9,0.81,1.0,3.0,4,5,0,1,2,1,8,5,5,8,3,2,1.0,1.0,5.0,5.0,2.0,4.0,0.0,0.0,19.0,18.0,0.77,0.66,0.27,0.2,21.0,21.0,0.33,0.53,12.0,18.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,12,1,0,0,0.3333333333333333,0.3333333333333333,0.6,0.0,0.5,0,0.1,0,0.3333333333333333,0.2633333333333333
21.0,Celtic,3,3,2,13,14,-1,12,Aston Villa,8.0,29.01.2025,20:00,away,2,4,L,opponent,0.82,3.79,0.42,0.58,6,20,4,8,4,4,0.87,0.89,0.0,0.0,2,7,0,5,2,3,4,15,15,4,4,2,2.0,7.0,4.0,18.0,2.0,2.0,0.0,1.0,10.0,38.0,0.71,0.75,0.0,0.2,14.0,15.0,0.56,0.83,21.0,7.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,0,2,2,0.3,0.3,0.6,0.0,0.5,0,0.0,-2,0.3,0.21
24.0,Club Brugge KV,3,2,3,7,11,-4,11,Sturm Graz,30.0,02.10.2024,20:00,away,1,0,W,team,0.68,0.36,0.58,0.42,13,8,4,1,5,4,0.89,0.81,1.0,5.0,5,3,4,4,1,2,16,14,13,14,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,33,0,1,1,1.0,1.0,0.5,1.0,0.5,1,0.1,1,1.0,0.73
24.0,Club Brugge KV,3,2,3,7,11,-4,11,Aston Villa,8.0,04.03.2025,17:45,home,1,3,L,opponent,1.05,1.27,0.56,0.44,11,7,3,4,3,1,0.9,0.86,0.0,0.0,5,3,3,0,1,0,10,8,8,10,1,2,2.0,1.0,6.0,6.0,5.0,1.0,0.0,0.0,20.0,16.0,0.76,0.66,0.24,0.1,15.0,15.0,0.75,0.75,15.0,14.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,1,2,2,0.5,0.5,0.0,1.0,0.5,0,0.1,-2,0.5,0.38
24.0,Club Brugge KV,3,2,3,7,11,-4,11,Aston Villa,8.0,06.11.2024,17:45,home,1,0,W,team,1.38,0.42,0.44,0.56,13,8,7,1,2,3,0.85,0.9,2.0,4.0,2,5,4,2,4,0,12,12,12,12,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,1,1,1,0.6666666666666666,0.6666666666666666,0.5,1.0,0.0,1,0.4,1,0.6666666666666666,0.5866666666666667
24.0,Club Brugge KV,3,2,3,7,11,-4,11,Sporting CP,23.0,10.12.2024,20:00,home,2,1,W,team,1.01,1.33,0.44,0.56,9,8,4,2,3,0,0.88,0.92,4.0,4.0,5,4,0,2,0,1,13,11,11,13,1,2,2.0,2.0,4.0,4.0,5.0,4.0,0.0,1.0,21.0,17.0,0.8,0.83,0.33,0.31,7.0,18.0,0.6,0.67,16.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,32,1,1,1,0.75,0.75,0.6666666666666666,1.0,0.5,2,0.5,1,0.75,0.675
24.0,Club Brugge KV,3,2,3,7,11,-4,11,Atalanta,9.0,12.02.2025,17:45,home,2,1,W,team,1.53,1.05,0.54,0.46,11,12,4,5,4,2,0.88,0.86,0.0,3.0,3,6,4,1,0,2,11,7,7,11,4,2,2.0,1.0,8.0,8.0,3.0,4.0,0.0,0.0,23.0,15.0,0.74,0.84,0.3,0.42,17.0,20.0,0.55,0.77,10.0,19.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,1,1,1,0.8,0.8,0.75,1.0,0.5,3,0.6,1,0.8,0.7400000000000001
24.0,Club Brugge KV,3,2,3,7,11,-4,11,Aston Villa,8.0,12.03.2025,20:00,away,0,3,L,opponent,0.12,2.45,0.47,0.53,4,14,1,10,1,3,0.9,0.93,1.0,0.0,2,4,1,0,0,1,7,8,8,7,7,1,0.0,4.0,2.0,8.0,2.0,6.0,0.0,1.0,5.0,31.0,0.8,0.85,0.22,0.4,11.0,16.0,0.67,0.4,13.0,10.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,0,2,2,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,0,0.30000000000000004,-3,0.6666666666666666,0.5566666666666666
24.0,Club Brugge KV,3,2,3,7,11,-4,11,Atalanta,9.0,18.02.2025,20:00,away,3,1,W,team,1.15,3.28,0.35,0.65,7,30,4,11,0,14,0.77,0.88,4.0,3.0,3,8,0,11,1,1,8,7,7,8,10,1,2.0,5.0,4.0,22.0,3.0,8.0,0.0,1.0,8.0,65.0,0.69,0.84,0.5,0.24,12.0,25.0,0.53,0.64,45.0,9.0,15.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,0,1,1,0.7142857142857143,0.7142857142857143,0.75,0.6666666666666666,1.0,1,0.4,2,0.7142857142857143,0.62
24.0,Club Brugge KV,3,2,3,7,11,-4,11,Dortmund,10.0,18.09.2024,20:00,home,0,3,L,opponent,1.56,2.01,0.37,0.63,18,17,5,6,5,3,0.87,0.93,1.0,1.0,7,7,6,4,2,2,6,12,11,4,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,15,1,2,2,0.625,0.625,0.6,0.6666666666666666,0.5,0,0.2,-3,0.625,0.4975
24.0,Club Brugge KV,3,2,3,7,11,-4,11,Juventus,20.0,21.01.2025,20:00,home,0,0,D,draw,0.75,0.44,0.43,0.57,7,5,0,1,3,4,0.85,0.89,0.0,2.0,5,4,2,0,0,3,11,7,7,11,1,0,1.0,1.0,4.0,3.0,3.0,2.0,0.0,0.0,8.0,15.0,0.77,0.8,0.38,0.16,13.0,20.0,0.6,0.5,25.0,6.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,19,1,0,0,0.5555555555555556,0.5555555555555556,0.5,0.6666666666666666,0.5,0,0.1,0,0.5555555555555556,0.4188888888888889
24.0,Club Brugge KV,3,2,3,7,11,-4,11,AC Milan,13.0,22.10.2024,17:45,away,1,3,L,opponent,0.57,1.22,0.38,0.62,9,15,5,5,3,5,0.87,0.95,3.0,4.0,3,6,1,4,1,1,7,9,9,7,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,2,2,0.5,0.5,0.5,0.5,0.5,0,0.0,-2,0.5,0.35
24.0,Club Brugge KV,3,2,3,7,11,-4,11,Celtic,21.0,27.11.2024,20:00,away,1,1,D,draw,1.1,0.71,0.4,0.6,9,7,3,3,5,4,0.81,0.9,3.0,1.0,5,4,1,0,1,2,5,8,8,5,2,3,1.0,1.0,5.0,5.0,4.0,2.0,0.0,0.0,18.0,19.0,0.66,0.77,0.2,0.27,21.0,21.0,0.53,0.33,18.0,12.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,11,0,0,0,0.45454545454545453,0.4,0.5,0.4,0.5,0,0.0,0,0.4,0.28
24.0,Club Brugge KV,3,2,3,7,11,-4,11,Manchester City,22.0,29.01.2025,20:00,away,1,3,L,opponent,1.17,1.87,0.26,0.74,12,17,5,6,1,5,0.86,0.96,0.0,1.0,4,7,3,4,1,1,2,3,3,2,3,4,2.0,4.0,7.0,9.0,5.0,8.0,0.0,0.0,13.0,27.0,0.65,0.91,0.25,0.09,11.0,13.0,0.6,0.7,25.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,22,0,2,2,0.4166666666666667,0.4,0.5,0.3333333333333333,0.5,0,0.0,-2,0.4,0.28
29.0,Crvena zvezda,2,0,6,13,22,-9,6,Inter,4.0,01.10.2024,20:00,away,0,4,L,opponent,1.02,2.01,0.5,0.5,11,15,3,7,2,2,0.9,0.91,1.0,2.0,6,6,2,2,0,5,16,7,8,11,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,18,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-4,0.0,0.0
29.0,Crvena zvezda,2,0,6,13,22,-9,6,Barcelona,2.0,06.11.2024,20:00,home,2,5,L,opponent,0.31,3.55,0.3,0.7,4,21,2,9,1,7,0.75,0.9,2.0,0.0,0,9,2,3,9,0,12,4,4,12,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,5,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-3,0.0,0.0
29.0,Crvena zvezda,2,0,6,13,22,-9,6,AC Milan,13.0,11.12.2024,20:00,away,1,2,L,opponent,0.49,2.0,0.48,0.52,9,20,4,10,4,6,0.83,0.88,3.0,3.0,5,6,0,4,2,1,18,11,11,18,8,3,1.0,4.0,3.0,14.0,6.0,6.0,1.0,1.0,14.0,31.0,0.72,0.69,0.04,0.38,18.0,15.0,0.79,0.65,10.0,29.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
29.0,Crvena zvezda,2,0,6,13,22,-9,6,Benfica,16.0,19.09.2024,17:45,home,1,2,L,opponent,0.74,0.85,0.54,0.46,16,10,3,3,7,1,0.86,0.83,2.0,3.0,9,5,4,2,3,1,12,14,12,11,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,8,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
29.0,Crvena zvezda,2,0,6,13,22,-9,6,PSV,14.0,21.01.2025,20:00,home,2,3,L,opponent,2.66,0.83,0.57,0.43,21,13,7,5,7,7,0.89,0.82,0.0,0.0,11,6,3,2,1,1,12,10,10,12,2,5,4.0,1.0,18.0,8.0,3.0,5.0,0.0,0.0,32.0,21.0,0.8,0.67,0.29,0.36,19.0,12.0,0.4,0.65,13.0,32.0,12.0,10.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,25,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
29.0,Crvena zvezda,2,0,6,13,22,-9,6,Monaco,17.0,22.10.2024,17:45,away,1,5,L,opponent,1.01,3.33,0.3,0.7,5,27,2,8,5,8,0.66,0.87,1.0,1.0,2,13,1,6,0,2,16,8,8,16,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,23,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-4,0.0,0.0
29.0,Crvena zvezda,2,0,6,13,22,-9,6,Stuttgart,26.0,27.11.2024,17:45,home,5,1,W,team,1.47,0.64,0.29,0.71,11,13,7,2,4,4,0.71,0.86,5.0,1.0,2,3,2,8,1,1,17,14,14,17,1,2,4.0,1.0,8.0,9.0,3.0,4.0,0.0,0.0,15.0,36.0,0.58,0.72,0.25,0.33,15.0,26.0,0.53,0.46,32.0,11.0,14.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,34,1,1,1,0.14285714285714285,0.14285714285714285,0.25,0.0,0.5,1,0.3,4,0.14285714285714285,0.19
29.0,Crvena zvezda,2,0,6,13,22,-9,6,Young Boys,36.0,29.01.2025,20:00,away,1,0,W,team,1.79,0.39,0.59,0.41,18,8,3,3,10,4,0.83,0.81,1.0,1.0,5,4,10,1,3,2,13,10,10,13,3,2,1.0,0.0,10.0,2.0,8.0,6.0,0.0,0.0,39.0,9.0,0.71,0.66,0.34,0.16,29.0,13.0,0.75,0.7,25.0,38.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,35,0,1,1,0.25,0.25,0.25,0.25,0.5,2,0.5,1,0.25,0.325
25.0,D. Zagreb,3,2,3,12,19,-7,11,Monaco,17.0,02.10.2024,20:00,home,2,2,D,draw,1.31,2.2,0.39,0.61,8,8,3,4,2,4,0.76,0.84,5.0,2.0,3,0,2,4,2,2,19,17,16,16,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,23,1,0,0,0.0,0.0,0.0,0.5,0.5,0,0.0,0,0.0,0.0
25.0,D. Zagreb,3,2,3,12,19,-7,11,Slovan Bratislava,35.0,05.11.2024,17:45,away,4,1,W,team,1.61,2.04,0.4,0.6,13,19,5,7,3,11,0.84,0.86,2.0,2.0,6,9,2,3,1,0,6,13,13,6,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,30,0,1,1,0.5,0.5,0.0,1.0,0.5,1,0.2,3,0.5,0.41000000000000003
25.0,D. Zagreb,3,2,3,12,19,-7,11,Celtic,21.0,10.12.2024,17:45,home,0,0,D,draw,0.53,0.43,0.31,0.69,11,7,2,1,4,10,0.73,0.88,2.0,3.0,6,3,3,3,1,1,9,9,9,9,1,2,1.0,0.0,7.0,4.0,4.0,3.0,0.0,0.0,20.0,24.0,0.61,0.72,0.58,0.11,19.0,24.0,0.44,0.65,22.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,11,1,0,0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0,0.2,0,0.3333333333333333,0.29333333333333333
25.0,D. Zagreb,3,2,3,12,19,-7,11,Bayern Munich,12.0,17.09.2024,20:00,away,2,9,L,opponent,0.78,6.13,0.33,0.67,4,29,3,19,0,12,0.8,0.92,1.0,0.0,1,3,0,7,0,5,13,3,6,8,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,7,0,2,2,0.25,0.25,0.0,0.5,0.5,0,0.1,-7,0.25,0.20500000000000002
25.0,D. Zagreb,3,2,3,12,19,-7,11,Arsenal,3.0,22.01.2025,20:00,away,0,3,L,opponent,0.13,2.48,0.37,0.63,5,17,0,4,3,11,0.8,0.9,2.0,2.0,1,5,4,8,2,1,9,7,7,9,1,0,0.0,5.0,2.0,14.0,3.0,3.0,0.0,0.0,9.0,43.0,0.69,0.86,0.18,0.44,14.0,21.0,0.7,0.67,28.0,12.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,2,2,0.2,0.2,0.0,0.3333333333333333,0.5,0,0.0,-3,0.2,0.14
25.0,D. Zagreb,3,2,3,12,19,-7,11,Salzburg,34.0,23.10.2024,20:00,away,2,0,W,team,1.71,1.17,0.51,0.49,18,11,5,2,5,7,0.86,0.86,1.0,4.0,5,6,8,3,1,1,10,10,10,10,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,28,0,1,1,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,1,0.3,2,0.3333333333333333,0.3233333333333333
25.0,D. Zagreb,3,2,3,12,19,-7,11,Dortmund,10.0,27.11.2024,20:00,home,0,3,L,opponent,0.13,1.75,0.29,0.71,5,17,1,6,3,8,0.74,0.9,3.0,1.0,1,9,3,2,3,2,11,12,12,11,3,1,0.0,4.0,2.0,14.0,3.0,3.0,0.0,2.0,9.0,39.0,0.65,0.76,0.0,0.41,13.0,10.0,0.43,0.48,27.0,13.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,15,1,2,2,0.2857142857142857,0.2857142857142857,0.0,0.5,0.5,0,0.2,-3,0.2857142857142857,0.26
25.0,D. Zagreb,3,2,3,12,19,-7,11,AC Milan,13.0,29.01.2025,20:00,home,2,1,W,team,1.19,1.0,0.43,0.57,12,14,5,5,5,4,0.81,0.85,4.0,5.0,4,5,3,4,5,0,16,11,11,16,4,3,3.0,0.0,4.0,7.0,8.0,7.0,0.0,0.0,10.0,32.0,0.76,0.73,0.2,0.13,17.0,27.0,0.61,0.48,34.0,17.0,14.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,1,1,1,0.375,0.375,0.25,0.5,0.5,1,0.4,1,0.375,0.3825
10.0,Dortmund,5,0,3,22,12,10,15,Celtic,21.0,01.10.2024,20:00,home,7,1,W,team,2.8,0.94,0.53,0.47,17,10,14,3,8,4,0.88,0.87,2.0,2.0,2,3,1,4,4,3,7,19,15,7,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,11,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,6,1.0,0.73
